"","Customer","Freq","Monetary","total_num_products","recency","samples_received","Customer Gender","Country","no_disc","0_25","25_abv","retail","third_party","corp","website","fragrance","skincare","bathbody","home","haircare","makeup","oral","beauty_acc","fashion_acc"
"3366",1663874,4,907.55,4,347,3,"F","SG","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3367",1664051,1,323.83,4,831,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"3368",1664150,2,497.52,3,407,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3369",1664236,3,705.93,6,410,1,"F","SG","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No"
"3370",1664237,3,479.44,4,615,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3371",1664247,1,416.36,2,724,1,"F","SG","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No"
"3372",1664656,1,56746.11,720,143,1,"F","SG","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"3373",1664673,3,335.64,4,227,1,"F","SG","No","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No"
"3374",1664686,1,388.79,1,848,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3375",1664742,1,132.71,1,838,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3376",1664936,1,308.41,1,763,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3377",1665071,1,75,1,290,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3378",1665385,1,796.3,2,254,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3379",1665406,2,1622.34,19,153,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"3380",1665575,1,410.88,2,313,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3381",1665973,2,1473.33,12,409,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes"
"3382",1665975,1,396.4,2,837,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3383",1666001,1,637.04,2,171,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3384",1666262,1,75.5,1,559,2,"F","SG","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No"
"3385",1666276,2,546.66,2,168,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3386",1666366,1,207.41,1,410,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3387",1667235,5,4989.53,15,256,5,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"3388",1668101,1,449.63,4,204,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3389",1668210,1,83.18,1,512,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3390",1668922,1,166.6418688,1,423,2,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3391",1668994,2,221.22,2,334,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3392",1669091,3,811.03,3,838,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3393",1669193,1,243.88,1,663,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3394",1669379,1,11.21,1,850,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3395",1669489,1,119.63,2,807,0,"F","SG","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No"
"3396",1669529,2,113.89,2,384,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3397",1669894,2,462.62,2,616,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3398",1669895,1,242.06,3,705,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3399",1670066,1,243.88,1,502,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3400",1670145,1,247.22,1,163,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3401",1670594,1,252.78,1,239,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3402",1670663,1,3040,4,419,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3403",1671104,1,1283.18,3,856,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3404",1671293,1,293.46,2,792,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No"
"3405",1671331,1,138.32,6,817,2,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3406",1671497,1,157.01,1,757,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3407",1672983,1,960.75,2,563,0,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3408",1673029,1,401.87,2,612,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3409",1673095,1,442.59,1,476,1,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3410",1673121,1,732.71,2,807,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3411",1673183,3,562.62,4,594,1,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No"
"3412",1673303,1,103.51,4,813,0,"Unknown","SG","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3413",1674116,1,53.56345782,1,501,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3414",1674235,1,333.8788871,1,502,0,"F","MY","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3415",1678165,1,42.99,1,784,0,"F","SG","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No"
"3416",1678239,3,36.06,3,332,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3417",1678240,1,60.75,3,802,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3418",1678261,22,349773.43,1428,292,1,"F","SG","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"3419",1678337,1,128.97,3,752,0,"F","SG","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No"
"3420",1678351,1,157.94,1,616,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3421",1678412,1,60.28,1,157,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3422",1678443,1,60.75,1,604,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"3423",1678619,1,2141.78,9,580,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"3424",1678727,1,70.09,2,587,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"3425",1678733,1,201.85,1,177,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3426",1678746,1,26.17,1,832,0,"F","SG","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No"
"3427",1678837,1,28.97,1,790,0,"F","SG","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No"
"3428",1678986,1,144.86,1,820,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3429",1679053,1,67.29,5,658,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3430",1679096,3,580.43,5,138,2,"F","SG","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No"
"3431",1679183,1,600.56,6,508,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No"
"3432",1679210,1,480.37,1,660,2,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3433",1679236,1,117.76,2,551,2,"F","SG","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No"
"3434",1679510,3,1117.11,9,511,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"3435",1679568,3,402.34,4,737,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No"
"3436",1679570,1,453.7,2,458,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3437",1679638,6,3648.98,10,146,4,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No"
"3438",1679698,1,683.93,5,570,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"3439",1679873,1,312.52,2,632,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3440",1679898,1,195.33,1,758,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3441",1679909,3,952.18,7,147,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"3442",1679924,9,400.53,11,168,6,"M","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No"
"3443",1679957,1,78.5,1,599,1,"F","SG","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3444",1679964,1,41.67,1,166,0,"F","SG","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No"
"3445",1680023,1,85.79,1,775,0,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3446",1680057,2,738.31,2,820,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3447",1680083,2,748.59,3,375,3,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3448",1680104,1,233.64,1,721,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3449",1680234,1,78.97,3,752,0,"F","SG","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No"
"3450",1680248,7,1593.43,12,368,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No"
"3451",1680261,1,191.58,5,788,0,"F","SG","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No"
"3452",1680533,1,297.78,2,408,0,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"3453",1680570,1,116.67,2,414,0,"F","SG","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No"
"3454",1680621,1,26.17,1,832,0,"F","SG","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No"
"3455",1680622,1,81.32,2,832,0,"F","SG","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No"
"3456",1681006,2,677.41,5,493,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3457",1681029,2,1307.53,10,524,2,"F","SG","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No"
"3458",1681329,2,235.16,2,228,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3459",1681334,1,308.41,1,770,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3460",1681390,2,142.17,11,497,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3461",1681570,1,129.63,4,409,1,"F","SG","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3462",1681616,1,154.81,2,185,1,"F","SG","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No"
"3463",1681735,4,1596.47,16,225,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No"
"3464",1681776,3,901.86,4,154,3,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No"
"3465",1681795,2,638.88,5,359,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No"
"3466",1681831,2,1131.03,3,781,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3467",1681920,1,653.98,5,228,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No"
"3468",1681956,2,187.08,3,436,1,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No"
"3469",1681967,1,118.06,2,408,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3470",1682153,1,183.93,1,778,0,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3471",1682165,1,19.63,1,705,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3472",1682188,1,275,1,489,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3473",1682593,9,9392.73,55,432,3,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3474",1682802,2,795.98,3,673,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3475",1683106,1,55.14,1,532,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3476",1683113,1,265.23,2,141,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3477",1683271,1,245.83,1,492,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3478",1683365,1,812.5,2,151,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3479",1685068,1,143.52,2,158,1,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"3480",1685148,1,696.26,2,755,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3481",1686320,2,416.87,3,757,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3482",1686410,2,399.63,2,136,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3483",1686616,1,74.07,1,311,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3484",1687201,1,360,1,534,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3485",1687411,1,229.91,1,859,1,"F","SG","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No"
"3486",1687585,1,493.46,6,851,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3487",1687599,4,1008.47,12,465,2,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"3488",1687616,1,260.75,5,650,1,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No"
"3489",1687661,1,124.9814016,4,205,0,"F","MY","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No"
"3490",1687692,1,431.18583544,2,374,1,"F","MY","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3491",1687922,1,281.78,1,849,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3492",1688271,2,1387.85,3,792,2,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3493",1688466,1,55.14,1,775,0,"F","SG","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3494",1688593,4,1174.03,7,227,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No"
"3495",1688673,2,1615.29,21,459,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"3496",1688941,1,385.28,1,508,1,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3497",1689183,1,107.41,1,149,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"3498",1689520,1,181.68,2,522,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"3499",1689645,1,88.8,2,225,0,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
"3500",1689855,1,50,1,146,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3501",1690295,1,348.22,1,541,0,"Unknown","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3502",1690434,1,245.37,1,397,1,"M","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3503",1690739,1,113.89,1,314,0,"F","SG","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"3504",1690884,1,63.55,3,590,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3505",1690892,1,478.52,2,142,1,"F","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3506",1691195,2,281.02,2,283,2,"Unknown","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3507",1691346,1,42.6,1,263,0,"F","SG","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No"
"3508",1691882,1,440.74,1,310,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3509",1691905,1,70.7,1,825,0,"F","SG","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"3510",1692418,1,100.93,2,629,1,"F","SG","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"3511",1692422,1,229.63,3,811,1,"F","SG","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No"
"3512",1692482,1,92.04,1,408,0,"F","SG","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3513",1692483,2,120.56,6,721,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3514",1692709,2,1060.74,2,519,2,"M","SG","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"3515",1693220,1,68.52,3,349,0,"F","SG","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"3516",1693421,1,293.93,2,684,0,"F","SG","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
